title,url,author,date,summary
End of road for democracy? Hong Kong demolishes protest site,http://timesofindia.indiatimes.com/world/china/End-of-road-for-democracy-Hong-Kong-demolishes-protest-site/articleshow/45482670.cms,,2014-12-11 18:43:45 UTC,"Hong Kong authorities demolished a protest camp on Thursday at the heart of the city’s two-month pro-democracy movement but scores of activists taken away by police vowed their fight for genuine elections wasn’t over.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/415961f4/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612658083/u/0/f/533917/c/33039/s/415961f4/sc/1/a2t.img"" border=""0""/>"
Seven dead as two suicide attacks rock Kabul,http://timesofindia.indiatimes.com/world/south-asia/Seven-dead-as-two-suicide-attacks-rock-Kabul/articleshow/45480763.cms,,2014-12-11 16:59:45 UTC,"Two suicide attacks in Kabul, one targeting a play at a French-financed school, killed at least seven people on Thursday, the latest in a wave of violence assaulting the city as Nato forces pull out.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4159061f/sc/39/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/a2.htm""><img src=""http://da.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612702711/u/0/f/533917/c/33039/s/4159061f/sc/39/a2t.img"" border=""0""/>"
How long can Ebola virus survive?,http://timesofindia.indiatimes.com/world/us/How-long-can-Ebola-virus-survive/articleshow/45480635.cms,,2014-12-11 16:54:18 UTC,"No one really knows whether the deadly Ebola virus can survive on glass surfaces or countertops and cause infection or how long it remains active in water, wastewater, or sludge, say researchers.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4158df0b/sc/14/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/a2.htm""><img src=""http://da.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612656904/u/0/f/533917/c/33039/s/4158df0b/sc/14/a2t.img"" border=""0""/>"
Al Jazeera journalist dies in Syria,http://timesofindia.indiatimes.com/world/middle-east/Al-Jazeera-journalist-dies-in-Syria/articleshow/45480499.cms,,2014-12-11 16:47:17 UTC,"A correspondent working for Al Jazeera Arabic died while covering battles in southern Syria, the pan-Arab news network said on its website on Thursday.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4158df08/sc/40/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/a2.htm""><img src=""http://da.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612656902/u/0/f/533917/c/33039/s/4158df08/sc/40/a2t.img"" border=""0""/>"
Dispute over what killed Palestinian minister,http://timesofindia.indiatimes.com/world/middle-east/Dispute-over-what-killed-Palestinian-minister/articleshow/45479134.cms,,2014-12-11 15:26:12 UTC,"Israeli and Palestinian pathologists disagreed on Thursday on what killed a Palestinian Cabinet member who died after a scuffle with Israel border police.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/41580ca3/sc/11/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/a2.htm""><img src=""http://da.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612652036/u/0/f/533917/c/33039/s/41580ca3/sc/11/a2t.img"" border=""0""/>"
South Africa to sign fuel deals to tackle power crisis,http://timesofindia.indiatimes.com/world/rest-of-world/South-Africa-to-sign-fuel-deals-to-tackle-power-crisis/articleshow/45473564.cms,,2014-12-11 09:46:15 UTC,"South Africa will increase diesel and gas imports and sign a private sector coal-fired power plant deal as it seeks to stem chronic electricity shortages, the cabinet said on Thursday.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/415525b5/sc/30/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/a2.htm""><img src=""http://da.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612639226/u/0/f/533917/c/33039/s/415525b5/sc/30/a2t.img"" border=""0""/>"
'CIA torture undermined US moral authority',http://timesofindia.indiatimes.com/world/us/White-House-says-CIA-torture-undermined-US-moral-authority/articleshow/45473332.cms,,2014-12-11 09:32:06 UTC,"The White House has said that the torture meted out to al Qaeda suspects by the Central Investigative Agency (CIA) in the aftermath of the 9/11 attack undermined the United States' ""moral authority"" and added that the release of a report detailing the brutal interrogation techniques is an important step in regaining that authority.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4154dcce/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612640189/u/0/f/533917/c/33039/s/4154dcce/sc/1/a2t.img"" border=""0""/>"
Taliban suicide blast kills six Afghan soldiers in Kabul,http://timesofindia.indiatimes.com/world/south-asia/Taliban-suicide-blast-kills-six-Afghan-soldiers-in-Kabul/articleshow/45468559.cms,,2014-12-11 04:42:13 UTC,"A suicide blast claimed by the Taliban killed at least six Afghan soldiers in the suburbs of Kabul on Thursday morning, police said.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4152df0c/sc/11/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/a2.htm""><img src=""http://da.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612637424/u/0/f/533917/c/33039/s/4152df0c/sc/11/a2t.img"" border=""0""/>"
Hong Kong police start clearing main protest camp,http://timesofindia.indiatimes.com/world/china/Hong-Kong-police-start-clearing-main-protest-camp/articleshow/45468299.cms,,2014-12-11 04:20:22 UTC,"Hong Kong authorities started clearing barricades on Thursday from a pro-democracy protest camp spread across a busy highway as part of a final push to retake streets occupied by activists for two and a half months.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4152e689/sc/11/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/a2.htm""><img src=""http://da.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612615180/u/0/f/533917/c/33039/s/4152e689/sc/11/a2t.img"" border=""0""/>"
It’s official: Verma is US envoy to India,http://timesofindia.indiatimes.com/world/us/Its-official-Verma-is-US-envoy-to-India/articleshow/45466080.cms,,2014-12-11 00:52:46 UTC,"Richard Rahul Verma was on Wednesday was unanimously confirmed as the next US ambassador to India by the Senate, making him the first-ever Indian-American to hold the post.<img width='1' height='1' src='http://timesofindia.feedsportal.com/c/33039/f/533917/s/4151e231/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612632218/u/0/f/533917/c/33039/s/4151e231/sc/1/a2t.img"" border=""0""/>"
